465,4.12
466,2.19
467,3.16
468,3.89
469,3.50
470,8.50
471,7.26
472,6.37
473,7.21
474,2.29
475,3.11
476,2.03
477,5.61
478,0.32
479,1.80
480,3.38
481,5.73
482,10.58
483,8.35
484,5.52
485,3.22
486,-1.01
487,4.93
488,2.41
489,4.89
490,1.87
491,12.86
492,11.51
493,6.92
494,2.62
495,5.34
496,-0.56
497,7.24
498,1.62
499,0.77
500,5.42
501,8.14
502,3.25
503,1.27
504,4.17
505,10.33
506,0.49
507,10.64
508,4.97
509,2.94
510,-0.14
511,4.72
512,6.10
513,-0.15
514,-1.97
515,4.52
516,-0.04
517,1.35
518,0.51
519,2.03
520,4.14
521,6.67
522,4.86
523,3.32
524,4.47
525,3.82
526,2.93
527,2.10
528,7.08
529,9.64
530,5.56
531,0.50
532,11.61
533,6.33
534,7.16
535,0.54
536,-2.96
537,2.47
538,0.98
539,6.57
540,2.10
541,6.78
542,12.36
543,4.40
544,4.77
545,3.53
546,6.14
547,2.17
548,5.66
549,0.30
550,7.38
551,8.81
552,5.53
553,2.63
554,4.85
555,2.40
556,4.10
557,1.74
558,7.40
559,8.75
560,3.59
561,0.80
562,-0.43
563,5.96
564,3.47
565,2.16
566,3.49
567,-0.56
568,11.32
569,1.16
570,-0.29
571,0.01
572,5.51
573,0.10
574,4.46
575,1.72
576,2.16
577,-1.19
578,-2.39
579,-0.54
580,-0.81
581,3.58
582,7.29
583,5.57
584,7.66
585,5.00
586,3.26
587,1.89
588,2.35
589,6.29
590,4.33
591,7.99
592,2.86
593,9.22
594,1.14
595,6.39
596,3.41
597,1.88
598,6.20
599,5.39
600,5.87
601,1.63
602,5.77
603,0.90
604,1.76
605,3.85
606,5.35
607,3.91
608,1.08
609,3.44
610,8.45
611,3.56
612,9.25
613,3.06
614,9.79
615,0.42
616,7.61
617,6.67
618,1.61
619,5.14
620,10.52
621,-1.29
622,5.90
623,4.54
624,1.31
625,5.94
626,9.90
627,6.58
628,4.42
629,-0.58
630,2.61
631,-1.37
632,8.70
633,0.84
634,8.67
635,4.47
636,6.12
637,5.55
638,4.60
639,-1.21
640,-6.65
641,6.50
642,7.95
643,1.38
644,1.51
645,6.43
646,-0.17
647,4.39
648,2.17
649,2.39
650,6.68
651,4.73
652,3.59
653,0.35
654,1.25
655,2.62
656,2.89
657,-0.40
658,5.20
659,3.26
660,0.77
661,4.66
662,2.53
663,-1.02
664,2.86
665,3.78
666,2.88
667,3.77
668,6.68
669,1.59
670,1.59
671,8.96
672,2.16
673,11.63
674,2.10
675,1.14
676,3.35
677,-1.15
678,2.19
679,-1.25
680,4.36
681,4.39
682,0.74
683,1.90
684,3.51
685,3.35
686,6.45
687,-1.19
688,4.20
689,2.64
690,6.64
691,7.48
692,9.80
693,5.59
694,9.47
695,4.90
696,4.89
697,3.05
698,2.19
699,0.84
700,2.87
701,4.23
702,-0.49
703,-0.15
704,3.70
705,4.47
706,1.44
707,1.13
708,0.96
709,5.58
710,3.39
711,9.51
712,2.79
713,-1.42
714,6.82
715,10.73
716,5.59
717,4.74
718,6.98
719,7.45
720,6.38
721,2.42
722,4.44
723,4.09
724,11.08
725,3.17
726,7.74
727,3.43
728,-1.69
729,2.14
730,-2.11
731,0.12
732,1.92
733,0.89
734,6.15
735,3.74
736,4.56
737,0.98
738,7.08
739,6.26
740,3.41
741,6.72
742,7.97
743,5.39
744,9.06
745,0.17
746,-1.85
747,-3.38
748,1.48
749,-1.37
750,7.36
751,1.70
752,2.48
753,6.96
754,2.93
755,2.17
756,8.67
757,2.39
758,0.48
759,-0.21
760,5.85
761,4.73
762,1.97
763,8.00
764,1.00
765,-0.47
766,5.18
767,0.29
768,1.59
769,3.95
770,2.77
771,4.64
772,3.77
773,0.95
774,4.26
775,3.67
776,-0.66
777,0.91
778,-2.97
779,3.88
780,-0.65
781,-2.76
782,-2.41
783,4.44
784,-4.81
785,7.33
786,5.09
787,-1.90
788,3.67
789,5.13
790,0.20
791,2.54
792,8.08
793,3.55
794,0.99
795,5.56
796,5.13
797,7.25
798,5.03
799,1.00
