41,4,0.24
42,2,0.46
42,4,0.38
43,0,0.46
43,3,0.12
44,0,0.02
44,1,0.21
44,2,0.33
44,3,0.56
44,4,0.46
45,1,0.50
45,2,0.04
45,4,0.57
46,1,0.56
46,3,0.10
46,4,0.22
47,0,0.43
47,1,0.38
47,3,0.23
48,0,0.50
48,2,0.47
48,3,0.06
48,4,0.40
49,0,0.54
49,1,0.23
51,1,0.55
51,3,0.26
52,1,0.57
52,4,0.14
53,0,0.44
53,2,0.06
53,3,0.41
53,4,0.46
54,0,0.31
54,1,0.06
54,3,0.05
54,4,0.50
55,0,0.27
55,2,0.30
55,3,0.39
55,4,0.57
56,0,0.21
56,3,0.50
57,0,0.48
57,1,0.24
57,2,0.25
57,4,0.09
59,1,0.20
59,3,0.20
60,0,0.12
60,1,0.57
60,2,0.38
60,3,0.32
60,4,0.02
61,3,0.37
61,4,0.53
62,0,0.16
62,1,0.29
62,2,0.48
63,0,0.02
63,2,0.06
63,3,0.06
64,1,0.31
64,2,0.10
64,3,0.54
64,4,0.11
65,0,0.48
65,2,0.54
65,4,0.02
66,0,0.07
66,1,0.57
66,3,0.39
66,4,0.28
67,1,0.24
67,2,0.39
67,4,0.13
68,0,0.07
68,1,0.09
68,2,0.51
68,3,0.31
69,1,0.44
69,2,0.59
69,3,0.58
70,2,0.15
71,0,0.17
71,1,0.35
71,2,0.45
72,0,0.37
72,2,0.38
72,3,0.17
73,0,0.24
73,3,0.54
73,4,0.22
74,0,0.30
74,3,0.10
74,4,0.48
75,0,0.15
75,2,0.25
75,3,0.59
76,0,0.50
76,1,0.31
76,3,0.40
76,4,0.57
77,0,0.05
77,3,0.16
77,4,0.08
78,1,0.41
78,2,0.29
79,1,0.59
79,3,0.26
79,4,0.05
80,0,0.19
80,3,0.29
80,4,0.07
81,0,0.01
81,2,0.19
81,4,0.37
82,3,0.06
82,4,0.22
83,1,0.46
83,3,0.53
83,4,0.28
84,1,0.11
84,2,0.23
84,4,0.03
85,0,0.50
85,1,0.16
85,4,0.42
86,1,0.14
86,2,0.38
86,3,0.30
86,4,0.12
87,0,0.44
87,1,0.43
87,2,0.49
87,3,0.48
87,4,0.19
88,1,0.32
88,2,0.13
88,3,0.21
88,4,0.49
89,1,0.16
89,2,0.59
90,0,0.42
90,1,0.50
90,2,0.37
91,1,0.28
91,2,0.33
91,3,0.53
91,4,0.39
92,0,0.21
92,1,0.07
93,0,0.02
93,1,0.47
93,2,0.45
93,3,0.26
94,0,0.27
94,1,0.51
94,2,0.32
94,3,0.24
94,4,0.03
95,1,0.23
95,2,0.53
95,3,0.32
96,0,0.41
96,1,0.03
96,3,0.38
97,4,0.38
98,0,0.37
98,1,0.22
98,2,0.56
98,3,0.12
98,4,0.12
99,2,0.17
99,3,0.58
99,4,0.51
100,0,0.22
100,2,0.16
100,3,0.25
100,4,0.21
101,0,0.40
101,1,0.24
101,2,0.42
102,0,0.30
102,1,0.09
102,2,0.24
103,0,0.06
103,1,0.25
104,0,0.42
104,2,0.11
104,3,0.39
105,0,0.45
105,1,0.42
105,2,0.50
105,3,0.48
106,0,0.22
106,1,0.04
106,2,0.11
106,3,0.55
106,4,0.11
107,2,0.37
107,3,0.33
108,0,0.06
108,2,0.31
108,3,0.42
109,0,0.28
109,1,0.46
109,3,0.23
109,4,0.42
110,1,0.35
110,3,0.54
110,4,0.07
111,0,0.16
111,1,0.33
111,2,0.29
111,3,0.21
112,4,0.14
113,2,0.18
113,3,0.14
113,4,0.43
114,0,0.59
114,1,0.28
114,2,0.43
114,3,0.41
114,4,0.33
115,0,0.32
115,1,0.12
115,4,0.19
116,0,0.49
116,1,0.17
116,2,0.33
116,3,0.33
116,4,0.33
117,2,0.15
118,2,0.39
118,3,0.25
118,4,0.22
119,0,0.51
119,1,0.39
119,2,0.18
119,4,0.42
120,0,0.01
120,1,0.54
120,3,0.14
121,0,0.05
121,1,0.23
121,4,0.12
122,2,0.13
122,3,0.11
122,4,0.26
123,0,0.26
123,1,0.04
123,4,0.27
125,0,0.27
125,1,0.01
125,2,0.43
126,0,0.35
126,1,0.33
126,2,0.43
126,3,0.28
127,0,0.36
127,1,0.08
127,3,0.43
127,4,0.23
128,1,0.54
128,3,0.13
128,4,0.57
129,0,0.51
129,2,0.26
129,3,0.56
129,4,0.22
130,0,0.22
130,2,0.57
130,3,0.09
130,4,0.36
131,0,0.12
131,1,0.21
131,2,0.25
131,3,0.16
132,0,0.42
132,2,0.53
132,3,0.33
132,4,0.46
133,1,0.37
133,3,0.55
134,0,0.24
134,3,0.44
134,4,0.21
135,2,0.32
135,3,0.34
136,0,0.10
136,2,0.58
136,4,0.51
137,0,0.11
137,1,0.48
137,2,0.45
138,0,0.14
138,1,0.08
138,3,0.28
139,1,0.21
139,4,0.10
140,0,0.05
140,1,0.39
140,3,0.15
141,0,0.04
142,0,0.35
142,1,0.25
142,2,0.12
142,3,0.11
142,4,0.30
143,1,0.19
143,2,0.46
143,4,0.31
144,0,0.30
144,1,0.46
144,2,0.41
144,3,0.53
144,4,0.46
145,0,0.41
145,1,0.54
145,4,0.33
146,0,0.04
146,3,0.55
146,4,0.26
147,0,0.48
147,2,0.02
147,3,0.04
148,0,0.13
148,1,0.12
148,2,0.35
148,3,0.43
148,4,0.09
149,0,0.31
149,3,0.38
149,4,0.35
150,0,0.45
150,1,0.24
150,3,0.04
151,0,0.16
151,2,0.28
151,3,0.18
152,0,0.38
152,2,0.49
153,2,0.20
153,3,0.18
153,4,0.06
154,0,0.36
154,1,0.45
155,1,0.59
155,4,0.27
156,0,0.14
156,1,0.50
156,2,0.05
156,3,0.35
156,4,0.35
157,0,0.08
157,2,0.28
157,4,0.19
158,1,0.56
158,2,0.50
158,4,0.44
159,0,0.37
159,1,0.39
159,2,0.13
159,4,0.12
160,0,0.21
160,4,0.24
161,0,0.30
161,1,0.43
161,2,0.15
161,4,0.54
162,0,0.48
162,1,0.24
162,2,0.55
162,4,0.16
163,0,0.06
163,3,0.01
163,4,0.47
164,1,0.02
165,0,0.34
165,4,0.22
166,0,0.52
166,1,0.02
166,3,0.46
166,4,0.14
167,0,0.17
167,1,0.23
167,2,0.52
167,3,0.22
168,0,0.56
168,1,0.59
168,3,0.47
168,4,0.22
169,0,0.46
169,1,0.24
169,2,0.58
169,3,0.38
169,4,0.19
170,0,0.53
170,2,0.22
170,4,0.15
171,2,0.01
171,3,0.44
171,4,0.07
172,0,0.58
172,1,0.19
172,2,0.35
172,3,0.59
173,0,0.36
173,1,0.40
173,2,0.20
173,4,0.27
174,0,0.55
174,3,0.29
175,0,0.19
175,2,0.57
176,2,0.42
176,3,0.56
176,4,0.26
177,0,0.14
177,1,0.28
177,2,0.01
177,3,0.56
178,1,0.41
178,2,0.19
178,3,0.08
179,0,0.39
179,1,0.31
179,2,0.06
179,3,0.40
179,4,0.09
180,0,0.29
180,1,0.16
181,4,0.44
182,0,0.02
182,1,0.13
183,0,0.31
183,2,0.54
183,3,0.58
183,4,0.53
184,0,0.26
184,1,0.38
184,4,0.15
185,0,0.45
185,2,0.08
186,0,0.42
186,2,0.09
186,3,0.52
186,4,0.10
187,0,0.32
187,1,0.48
187,2,0.22
187,3,0.31
187,4,0.46
188,0,0.59
188,1,0.57
188,3,0.22
188,4,0.53
189,3,0.03
189,4,0.02
190,0,0.22
190,1,0.04
190,2,0.16
190,3,0.07
190,4,0.08
191,1,0.44
191,3,0.27
193,1,0.48
193,2,0.33
194,2,0.46
194,4,0.56
195,0,0.33
195,1,0.01
195,2,0.37
196,1,0.04
196,3,0.09
196,4,0.39
197,3,0.19
197,4,0.39
198,2,0.54
198,3,0.35
198,4,0.17
199,1,0.29
199,2,0.09
199,3,0.07
200,0,0.32
200,2,0.04
200,3,0.30
200,4,0.20
201,4,0.50
202,0,0.02
202,3,0.18
202,4,0.05
203,0,0.50
203,1,0.57
203,4,0.10
204,0,0.52
204,2,0.52
204,3,0.14
204,4,0.39
205,0,0.23
205,1,0.23
205,3,0.04
205,4,0.39
206,0,0.17
206,1,0.27
206,2,0.02
206,3,0.01
207,2,0.20
207,3,0.07
208,0,0.04
208,1,0.13
208,3,0.47
208,4,0.31
209,0,0.55
209,2,0.20
209,4,0.16
210,0,0.52
210,1,0.44
210,2,0.02
210,4,0.26
211,0,0.51
211,1,0.13
212,1,0.59
212,2,0.53
212,3,0.37
212,4,0.38
213,2,0.20
213,3,0.34
213,4,0.33
214,2,0.10
214,3,0.57
214,4,0.34
215,1,0.34
215,2,0.20
216,0,0.42
216,2,0.43
216,3,0.54
216,4,0.52
217,0,0.31
217,1,0.03
217,3,0.38
217,4,0.22
218,0,0.47
218,2,0.22
219,0,0.33
219,1,0.25
219,2,0.04
219,3,0.31
219,4,0.34
220,0,0.25
220,1,0.40
220,2,0.44
220,3,0.01
220,4,0.51
221,0,0.39
221,1,0.39
221,2,0.09
221,3,0.08
221,4,0.53
222,1,0.41
222,3,0.23
223,2,0.30
223,4,0.37
224,0,0.15
224,3,0.51
225,0,0.25
225,2,0.31
226,3,0.55
227,0,0.52
227,1,0.08
227,2,0.14
227,3,0.35
228,1,0.52
228,2,0.24
229,0,0.19
229,1,0.55
229,2,0.16
229,3,0.38
230,0,0.54
230,2,0.27
230,4,0.55
231,4,0.57
232,0,0.34
232,1,0.10
232,4,0.07
233,1,0.52
233,3,0.44
233,4,0.01
234,0,0.31
234,1,0.19
234,2,0.08
234,3,0.14
235,0,0.27
235,1,0.13
235,2,0.54
235,4,0.24
236,0,0.27
236,4,0.01
237,0,0.27
237,4,0.11
238,4,0.12
239,0,0.37
239,1,0.28
239,2,0.36
239,4,0.01
240,1,0.24
240,2,0.41
240,3,0.42
241,1,0.40
241,2,0.01
241,4,0.18
242,0,0.07
242,2,0.53
243,0,0.04
243,2,0.01
243,3,0.55
243,4,0.31
244,0,0.58
244,1,0.01
244,2,0.30
244,4,0.49
245,4,0.20
246,0,0.18
246,1,0.43
246,4,0.07
247,0,0.55
247,1,0.08
247,3,0.02
247,4,0.56
248,0,0.20
248,1,0.45
248,2,0.20
248,3,0.25
248,4,0.34
249,0,0.58
249,2,0.24
249,4,0.16
250,0,0.45
250,1,0.51
250,4,0.14
251,0,0.10
251,1,0.12
251,4,0.52
252,0,0.40
252,1,0.26
252,4,0.09
253,2,0.57
253,4,0.41
254,0,0.42
254,1,0.45
254,2,0.54
254,4,0.12
255,2,0.29
256,0,0.34
257,4,0.22
258,1,0.40
258,2,0.05
258,3,0.26
259,0,0.42
259,2,0.10
259,3,0.44
260,0,0.25
260,1,0.55
260,3,0.51
260,4,0.49
261,0,0.20
261,1,0.27
261,2,0.12
262,0,0.45
262,1,0.27
262,2,0.48
262,3,0.04
263,0,0.37
263,2,0.10
263,4,0.14
264,1,0.02
264,2,0.23
264,3,0.46
264,4,0.21
265,0,0.37
265,3,0.30
265,4,0.16
266,0,0.56
266,1,0.15
266,2,0.31
266,3,0.16
266,4,0.16
267,0,0.44
267,3,0.44
267,4,0.28
268,0,0.21
268,1,0.01
269,0,0.12
269,2,0.10
269,4,0.55
270,0,0.54
270,3,0.18
271,2,0.37
271,3,0.26
271,4,0.11
272,1,0.44
272,2,0.18
272,3,0.49
273,0,0.47
273,4,0.46
274,1,0.41
274,2,0.45
274,3,0.33
274,4,0.40
275,0,0.32
275,1,0.59
275,2,0.21
275,4,0.30
276,1,0.35
276,2,0.43
276,3,0.51
277,0,0.37
277,4,0.52
278,0,0.20
278,1,0.47
278,2,0.53
278,3,0.31
278,4,0.58
279,0,0.44
279,1,0.50
279,2,0.12
280,0,0.25
280,2,0.36
280,3,0.43
281,1,0.47
281,2,0.15
281,3,0.49
281,4,0.25
282,0,0.10
282,1,0.09
282,2,0.19
282,3,0.58
283,3,0.48
284,1,0.46
284,3,0.50
285,1,0.08
285,4,0.53
286,1,0.47
286,2,0.04
286,3,0.38
286,4,0.37
287,0,0.13
287,1,0.57
287,2,0.27
287,3,0.05
288,0,0.49
288,1,0.40
288,2,0.46
288,3,0.39
289,2,0.30
289,4,0.36
290,2,0.45
290,3,0.28
291,0,0.13
291,1,0.14
291,2,0.19
292,0,0.58
292,1,0.45
292,2,0.54
292,3,0.26
293,1,0.35
293,2,0.58
293,3,0.54
293,4,0.10
294,0,0.35
294,2,0.38
294,4,0.05
295,0,0.16
295,1,0.09
295,3,0.57
295,4,0.16
296,1,0.20
296,2,0.35
296,3,0.55
297,0,0.05
297,1,0.40
297,2,0.06
298,0,0.52
298,2,0.37
298,3,0.09
298,4,0.34
299,0,0.49
299,1,0.40
299,3,0.28
300,0,0.21
300,1,0.08
300,3,0.29
300,4,0.46
301,1,0.27
301,2,0.29
301,4,0.34
302,0,0.01
302,1,0.09
302,2,0.01
302,3,0.04
302,4,0.08
303,0,0.52
303,1,0.19
303,2,0.39
303,3,0.50
303,4,0.33
304,0,0.19
304,3,0.26
305,0,0.40
305,1,0.49
305,3,0.19
306,0,0.55
306,2,0.43
306,3,0.37
306,4,0.30
307,0,0.18
307,4,0.25
308,0,0.25
308,1,0.43
308,4,0.51
309,0,0.06
309,2,0.46
310,0,0.36
310,3,0.59
310,4,0.22
311,0,0.21
311,2,0.42
311,3,0.44
311,4,0.49
312,2,0.15
312,4,0.09
313,1,0.19
313,3,0.07
313,4,0.16
314,1,0.13
314,2,0.43
314,4,0.08
315,0,0.44
315,2,0.38
316,0,0.41
316,4,0.59
317,0,0.10
317,3,0.25
318,1,0.44
318,3,0.26
318,4,0.29
319,0,0.26
319,1,0.18
319,2,0.28
319,3,0.35
319,4,0.53
320,0,0.43
320,3,0.37
320,4,0.46
321,1,0.25
321,3,0.11
321,4,0.30
322,1,0.49
322,2,0.50
322,4,0.40
323,0,0.28
323,4,0.31
324,1,0.41
324,3,0.42
324,4,0.33
325,0,0.05
325,1,0.49
325,2,0.54
326,0,0.22
326,1,0.12
326,4,0.34
327,1,0.50
327,2,0.31
327,4,0.45
328,1,0.54
328,4,0.35
329,4,0.43
330,1,0.15
330,2,0.26
330,3,0.57
331,0,0.10
331,2,0.06
331,3,0.34
331,4,0.21
332,1,0.04
332,2,0.03
332,3,0.33
332,4,0.52
333,0,0.06
333,4,0.43
334,0,0.26
334,1,0.18
334,2,0.04
334,3,0.59
334,4,0.32
335,0,0.46
336,0,0.13
336,2,0.30
337,0,0.30
337,2,0.12
337,3,0.57
337,4,0.56
338,0,0.29
338,1,0.22
339,1,0.14
339,3,0.54
340,0,0.34
340,1,0.47
340,3,0.12
340,4,0.26
341,0,0.18
341,1,0.25
341,2,0.32
341,4,0.45
342,0,0.57
342,1,0.46
342,2,0.22
343,0,0.32
343,1,0.03
343,2,0.43
343,4,0.48
344,1,0.04
344,2,0.38
344,3,0.59
345,0,0.54
345,3,0.37
346,2,0.30
346,4,0.34
347,1,0.33
347,3,0.10
348,0,0.43
348,1,0.12
348,2,0.27
348,4,0.05
349,0,0.05
349,1,0.24
349,2,0.41
349,3,0.03
349,4,0.05
350,0,0.13
350,1,0.39
350,2,0.20
350,3,0.03
350,4,0.45
351,0,0.12
351,2,0.59
351,4,0.14
352,1,0.49
352,4,0.11
353,0,0.40
353,1,0.46
353,2,0.53
353,3,0.52
354,2,0.54
354,3,0.13
354,4,0.16
355,1,0.35
355,3,0.03
356,1,0.24
356,2,0.03
356,3,0.12
356,4,0.37
357,2,0.04
357,3,0.04
358,0,0.19
358,1,0.46
358,4,0.17
359,0,0.55
359,2,0.33
359,4,0.20
360,3,0.17
361,0,0.42
361,3,0.25
362,0,0.29
362,1,0.14
362,3,0.24
362,4,0.18
363,2,0.36
364,0,0.51
364,1,0.49
364,2,0.47
364,3,0.22
365,0,0.14
365,2,0.13
366,0,0.47
366,1,0.26
366,2,0.46
366,3,0.47
367,2,0.40
367,3,0.15
367,4,0.15
368,0,0.23
368,1,0.14
368,2,0.08
368,3,0.21
368,4,0.37
369,0,0.26
369,3,0.02
369,4,0.52
370,2,0.37
370,3,0.37
371,0,0.17
371,1,0.08
371,3,0.50
371,4,0.29
372,0,0.30
372,1,0.50
372,3,0.29
372,4,0.43
373,0,0.31
373,1,0.17
373,2,0.19
373,3,0.22
373,4,0.07
374,3,0.04
375,0,0.04
375,1,0.52
375,2,0.36
376,0,0.22
376,1,0.43
376,2,0.26
376,3,0.33
376,4,0.47
377,1,0.54
377,2,0.41
378,1,0.41
378,2,0.30
378,3,0.22
378,4,0.21
379,0,0.30
379,1,0.04
379,3,0.59
379,4,0.01
380,0,0.05
380,1,0.28
380,4,0.53
381,1,0.09
381,4,0.52
382,0,0.12
382,1,0.01
382,2,0.39
382,3,0.35
382,4,0.08
383,0,0.04
383,1,0.05
383,4,0.29
384,0,0.21
384,2,0.08
384,3,0.01
384,4,0.12
385,0,0.58
386,0,0.57
386,2,0.33
386,4,0.34
387,0,0.47
387,2,0.34
387,3,0.08
387,4,0.34
388,1,0.41
388,3,0.35
389,0,0.43
389,2,0.57
389,4,0.17
390,2,0.12
390,3,0.16
392,0,0.29
392,2,0.05
392,3,0.51
393,0,0.20
393,1,0.49
393,3,0.01
393,4,0.41
394,1,0.37
394,2,0.16
394,3,0.32
395,0,0.18
395,3,0.18
395,4,0.59
396,1,0.43
396,2,0.12
396,3,0.05
397,0,0.59
397,1,0.55
397,2,0.20
397,4,0.21
398,0,0.17
399,1,0.03
399,2,0.15
399,3,0.06
399,4,0.01
400,0,0.09
400,1,0.20
400,2,0.03
400,3,0.10
400,4,0.35
401,1,0.08
401,2,0.19
401,3,0.02
402,0,0.21
402,1,0.59
402,2,0.49
402,3,0.13
402,4,0.53
403,1,0.33
403,3,0.17
403,4,0.48
404,2,0.11
405,1,0.43
405,3,0.17
406,1,0.23
406,3,0.15
406,4,0.49
407,0,0.31
407,3,0.25
408,2,0.19
408,4,0.19
409,0,0.09
409,2,0.54
409,3,0.56
410,0,0.27
410,1,0.08
410,2,0.07
410,3,0.14
411,0,0.04
411,2,0.39
411,4,0.53
412,2,0.42
412,3,0.45
412,4,0.57
413,0,0.23
413,1,0.03
413,3,0.55
413,4,0.23
414,0,0.39
414,1,0.11
414,2,0.30
414,3,0.03
414,4,0.02
415,0,0.34
415,1,0.17
415,2,0.53
415,3,0.51
415,4,0.11
416,0,0.21
416,3,0.15
417,0,0.55
417,1,0.27
417,3,0.25
417,4,0.01
418,0,0.59
418,1,0.49
418,2,0.47
419,0,0.59
419,1,0.16
419,3,0.17
420,1,0.17
421,0,0.26
421,2,0.23
422,0,0.20
422,1,0.29
422,3,0.30
422,4,0.20
423,0,0.19
423,4,0.10
424,0,0.59
424,3,0.02
424,4,0.23
425,2,0.34
425,3,0.08
426,0,0.08
426,1,0.15
426,2,0.24
427,1,0.45
427,4,0.33
428,0,0.31
428,1,0.53
428,4,0.12
429,1,0.07
429,3,0.23
430,0,0.17
430,1,0.31
430,2,0.23
430,3,0.16
430,4,0.50
431,2,0.28
432,1,0.35
432,2,0.37
433,2,0.21
434,1,0.54
434,4,0.20
435,0,0.16
435,2,0.25
436,4,0.01
437,0,0.57
437,1,0.33
437,3,0.55
437,4,0.50
438,1,0.39
438,3,0.09
438,4,0.06
439,0,0.47
439,1,0.25
439,2,0.24
439,3,0.18
439,4,0.14
440,3,0.26
440,4,0.06
441,0,0.22
441,1,0.08
441,3,0.52
441,4,0.06
442,0,0.08
442,2,0.19
442,3,0.04
442,4,0.30
443,1,0.05
443,4,0.39
444,1,0.56
444,3,0.15
444,4,0.57
445,0,0.15
445,1,0.10
445,2,0.09
445,3,0.05
446,0,0.21
446,3,0.41
446,4,0.40
447,0,0.44
447,2,0.10
448,0,0.38
448,1,0.55
448,2,0.12
448,3,0.08
449,2,0.05
450,0,0.54
450,1,0.19
450,2,0.23
450,4,0.30
451,0,0.02
451,1,0.01
451,2,0.59
451,3,0.04
451,4,0.42
452,2,0.01
452,3,0.06
453,1,0.47
453,2,0.05
454,4,0.41
455,1,0.32
455,3,0.56
456,0,0.04
456,1,0.28
456,3,0.57
456,4,0.29
457,0,0.06
457,1,0.08
457,2,0.44
457,3,0.40
457,4,0.37
458,1,0.03
458,3,0.06
459,0,0.13
459,1,0.54
459,3,0.15
459,4,0.54
460,1,0.08
460,2,0.37
460,3,0.48
460,4,0.42
461,4,0.26
462,0,0.54
462,1,0.02
463,1,0.05
463,2,0.32
463,4,0.02
464,0,0.42
464,1,0.13
464,2,0.31
464,3,0.32
464,4,0.01
465,0,0.42
465,1,0.36
465,2,0.34
465,3,0.21
466,1,0.08
466,2,0.08
466,3,0.15
467,0,0.48
468,0,0.10
468,2,0.24
468,4,0.29
469,0,0.43
469,1,0.47
469,2,0.54
469,3,0.14
470,0,0.38
470,1,0.07
470,2,0.50
470,3,0.19
470,4,0.55
471,0,0.16
471,3,0.44
471,4,0.45
472,2,0.29
472,3,0.30
472,4,0.44
473,0,0.04
473,1,0.08
473,2,0.48
473,4,0.36
474,0,0.29
474,1,0.48
474,2,0.25
474,3,0.18
474,4,0.07
475,2,0.47
475,3,0.07
475,4,0.13
476,0,0.35
476,2,0.23
476,3,0.07
477,2,0.44
477,3,0.46
477,4,0.33
478,0,0.52
478,2,0.14
479,0,0.56
479,1,0.10
479,2,0.22
479,3,0.24
479,4,0.23
480,0,0.44
480,1,0.16
480,3,0.42
481,0,0.05
481,1,0.15
481,3,0.01
481,4,0.51
482,2,0.48
482,4,0.32
483,0,0.54
483,1,0.47
483,2,0.39
483,4,0.34
484,1,0.55
484,3,0.19
484,4,0.40
485,0,0.56
485,1,0.29
485,2,0.42
485,4,0.08
486,2,0.27
486,3,0.44
487,1,0.21
487,2,0.14
487,4,0.53
488,0,0.51
488,1,0.22
488,3,0.41
488,4,0.40
489,0,0.31
489,1,0.20
489,2,0.31
489,3,0.01
489,4,0.37
490,0,0.33
491,1,0.57
491,2,0.55
491,3,0.30
491,4,0.55
492,0,0.30
492,2,0.27
492,4,0.56
493,3,0.52
493,4,0.49
494,1,0.11
494,2,0.31
494,4,0.02
495,1,0.27
495,4,0.59
496,4,0.14
497,0,0.07
497,1,0.19
497,2,0.19
497,4,0.57
498,3,0.16
499,0,0.57
499,1,0.28
500,0,0.06
500,3,0.56
500,4,0.58
501,0,0.36
501,3,0.01
501,4,0.43
502,0,0.22
502,1,0.14
502,3,0.22
503,0,0.27
503,2,0.29
504,0,0.17
505,0,0.03
505,1,0.40
505,2,0.34
505,3,0.11
505,4,0.43
506,0,0.09
506,1,0.13
506,3,0.58
507,2,0.56
507,3,0.49
507,4,0.47
508,1,0.25
508,2,0.33
508,3,0.36
508,4,0.48
509,0,0.31
510,2,0.29
510,3,0.09
511,0,0.16
511,1,0.36
511,2,0.07
511,3,0.32
511,4,0.19
512,0,0.06
512,1,0.54
512,2,0.22
512,3,0.05
512,4,0.42
513,2,0.22
513,3,0.14
514,2,0.24
515,0,0.58
515,1,0.20
515,4,0.40
516,2,0.10
517,0,0.44
517,1,0.42
517,2,0.01
518,1,0.54
518,2,0.45
519,3,0.04
519,4,0.20
520,1,0.44
520,2,0.08
520,3,0.36
520,4,0.21
521,4,0.46
522,0,0.54
522,1,0.59
522,3,0.45
523,0,0.11
523,1,0.54
523,4,0.31
524,0,0.13
524,4,0.34
525,0,0.50
525,2,0.51
526,0,0.41
526,1,0.13
526,3,0.57
527,1,0.02
527,2,0.03
527,3,0.29
528,1,0.58
528,2,0.52
528,4,0.20
529,0,0.23
529,1,0.56
529,2,0.52
529,4,0.57
530,0,0.31
530,2,0.04
530,4,0.56
531,1,0.51
532,0,0.10
532,1,0.14
532,2,0.29
532,4,0.46
533,0,0.01
533,1,0.57
533,2,0.59
533,4,0.29
534,1,0.31
534,2,0.28
534,3,0.14
534,4,0.42
535,0,0.33
535,1,0.53
535,2,0.04
535,3,0.08
536,3,0.48
537,1,0.50
537,4,0.08
538,0,0.52
538,1,0.08
538,4,0.19
539,0,0.19
539,2,0.56
539,4,0.58
540,0,0.54
540,1,0.51
540,2,0.49
540,4,0.33
541,0,0.43
541,1,0.22
541,3,0.17
542,0,0.58
542,2,0.59
542,3,0.51
542,4,0.36
543,0,0.49
543,3,0.29
543,4,0.33
544,0,0.08
544,1,0.29
544,2,0.16
544,4,0.14
545,0,0.47
545,1,0.15
545,4,0.29
546,0,0.41
546,2,0.57
546,3,0.56
547,0,0.26
547,1,0.07
547,2,0.10
548,0,0.48
548,1,0.47
548,4,0.22
549,0,0.24
549,1,0.54
549,3,0.14
550,1,0.17
550,2,0.09
550,3,0.26
550,4,0.24
551,1,0.58
551,2,0.31
551,3,0.17
551,4,0.37
552,0,0.21
552,1,0.54
552,2,0.14
552,3,0.30
552,4,0.16
553,0,0.07
553,1,0.45
553,2,0.49
553,3,0.31
554,0,0.38
554,1,0.52
554,2,0.25
554,3,0.37
554,4,0.01
555,3,0.49
556,1,0.50
556,2,0.35
556,3,0.04
557,1,0.51
557,2,0.25
558,0,0.17
558,4,0.51
559,2,0.52
559,3,0.38
559,4,0.39
560,0,0.14
560,3,0.12
561,0,0.03
561,1,0.04
561,2,0.14
561,3,0.18
562,0,0.11
562,1,0.21
563,0,0.21
563,3,0.13
563,4,0.35
564,1,0.13
565,1,0.26
566,0,0.36
566,1,0.46
566,2,0.46
566,3,0.52
566,4,0.03
567,1,0.05
567,2,0.12
567,3,0.44
568,0,0.03
568,1,0.04
568,2,0.29
568,3,0.41
568,4,0.46
569,1,0.45
569,4,0.13
570,0,0.25
570,3,0.22
570,4,0.20
571,0,0.06
571,1,0.14
571,2,0.20
571,3,0.42
571,4,0.15
572,0,0.52
572,1,0.10
572,2,0.16
572,4,0.41
573,0,0.06
573,3,0.25
574,2,0.51
575,0,0.19
577,3,0.24
578,1,0.23
578,2,0.07
579,0,0.41
579,2,0.54
579,3,0.39
